kappa,cvr_mean,U_max_mean
1.5,0.03325000000000001,0.755785444770906
2.0,0.036000000000000004,0.8508840690407112
2.38,0.0335,0.9254556190679158
2.8,0.03950000000000001,1.0311650523354552
3.5,0.05225,1.23458059803593
