M,n_tasks,algorithm,run,cvr_mean,robust_util_total_mean,util_total_mean,time_mean_ms,time_std_ms,time_p99_ms,time_max_ms,timeout_rate
10,100,RA-LNS,23,0.06970075,1.0079520504987485,0.48823570929452,5.507347006350756,4.252068070605287,120.54426906164736,120.57089991867542,1.0
10,100,RG,23,0.1384283333333333,0.992631517597214,0.4849842601733215,2.448348994832486,0.0895014925406793,0.7891070540063093,0.9877998381853104,0.0
10,100,Std-LNS,23,0.16270075,1.0079520504987485,0.48823570929452,5.231979656033218,4.252068070605287,120.54426906164736,120.57089991867542,1.0
10,100,DG,24,0.1755536666666667,0.9982388819308288,0.4787784058511507,2.1570399897173047,0.0233466097331247,0.2228009491227569,0.252600060775876,0.0
10,100,EPD-FF,24,0.1027993333333333,0.9735505457841702,0.4768587368472686,2.4446870065294206,0.098315637840374,0.7564760488457982,0.8332999423146248,0.0
10,100,RA-LNS,24,0.0627707499999999,0.9968035203105786,0.4818774596885958,5.208624000661075,4.279636447610908,119.43890786496924,124.61739988066256,1.0
10,100,RG,24,0.1304183333333332,0.9848797396347956,0.4808323716300217,2.4471099888905883,0.0810635381020444,0.7268390594981612,0.7405998185276985,0.0
10,100,Std-LNS,24,0.1557707499999999,0.9968035203105786,0.4818774596885958,4.948192800628021,4.279636447610908,119.43890786496924,124.61739988066256,1.0
10,100,DG,25,0.0473436666666667,0.8726122660808803,0.4204876421389499,2.165230010170489,0.0343398462263858,0.2647861489094796,0.3228001296520233,0.0
10,100,EPD-FF,25,0.0519093333333333,0.8198717422316492,0.4141012740191732,2.381167002487928,0.0815432704034846,0.6435348931699991,0.64699980430305,0.0
10,100,RA-LNS,25,0.0232907499999999,0.862819320313344,0.4275877947370635,7.261320997495204,6.163787980682794,123.17344199400397,124.04879997484386,1.0
10,100,RG,25,0.0406183333333332,0.8574633702115109,0.4248596458386451,2.4440819867886603,0.0679367175930188,0.6435340037569409,0.7558001670986414,0.0
10,100,Std-LNS,25,0.1162907499999999,0.862819320313344,0.4275877947370635,6.898254947620444,6.163787980682794,123.17344199400397,124.04879997484386,1.0
10,100,DG,26,0.2109736666666666,1.024758125686719,0.4902248603314142,2.1595610147342086,0.026362632250355,0.248267026618123,0.2548999618738889,0.0
10,100,EPD-FF,26,0.1478993333333333,1.0008393833005194,0.4900892298316709,2.4402629961259663,0.0679054994240331,0.632237151730806,0.695300055667758,0.0
10,100,RA-LNS,26,0.08750575,1.0288819876812767,0.4961924336214418,4.3317400105297565,2.893547514866432,112.98912392929196,113.01130009815095,1.0
10,100,RG,26,0.1592683333333333,1.009665450085274,0.4923704128431662,2.4459409997798502,0.0882807262593729,0.7484649750404073,1.0023999493569136,0.0
10,100,Std-LNS,26,0.18050575,1.0288819876812767,0.4961924336214418,4.115153010003269,2.893547514866432,112.98912392929196,113.01130009815095,1.0
