algorithm,run,cvr_mean,cvr_std,per_server_vr_mean,U_max_mean,O1_mean,excess_mean,time_mean_ms,time_p99_ms,feasible_rate,exp_makespan_mean,util_new_mean,util_total_mean,robust_util_total_mean,time_std_ms,time_p50_ms,time_max_ms,timeout_rate
RA-LNS,18,0.041299999999999996,0.029431445768089617,0.004267,0.953666963818872,2333.814394689542,7.004783158306742,106.92341900081374,123.31420500413516,0.92,1589.7862323749605,0.4547917602993513,0.45573063168522815,0.9278485606803626,5.725844642569252,105.78525002347305,127.39349994808435,1.0
DG,19,0.03463,0.027629207371909895,0.0035279999999999995,1.016214101001041,2632.475447263691,7.604510835630699,0.19773399690166116,0.33595199696719646,0.44,1181.1831722455518,0.41041345948263525,0.41052113918105093,0.8486836969815531,0.039303806799302066,0.181450042873621,0.34110003616660833,0.0
RG,19,0.013410000000000002,0.01332448498066623,0.001354,0.9153597700905499,2478.363387989257,2.5005326941601385,0.43265399523079395,0.6385599682107571,0.91,1527.9580420892698,0.4121789420713097,0.41224868082790583,0.838549736635019,0.034855462271856694,0.42729999404400587,0.7039000047370791,0.0
EPD-FF,19,0.051,0.01082866566110525,0.005207999999999999,0.9957868032653078,2747.1536061626334,7.719603864809978,0.39755999809131026,0.48130403971299635,0.98,2104.6099358711085,0.40914874307700105,0.40983804803968515,0.8012132467514056,0.039109797032423,0.3931000246666372,0.6896000122651458,0.0
Std-LNS,19,0.03599,0.028581285835315388,0.003667,1.0123917326183736,2591.862133073193,7.7244071459017025,28.667182995704934,31.92955703823833,0.44,1067.446711267338,0.4111296964532474,0.41180594171713397,0.8502741083110854,1.4988284317017349,28.435149986762553,42.69649996422231,0.0
RA-LNS,19,0.009590000000000001,0.011529176033004268,0.000967,0.8987453640405033,2301.3676354676286,1.5071462366890507,107.8801709995605,125.53805900039154,1.0,1694.838305650588,0.413728153080725,0.413728153080725,0.842152241889517,6.182603271244704,107.11030004313216,130.36519999150187,1.0
DG,20,0.12231000000000002,0.06127392512317127,0.013071999999999999,1.1461312795724035,2645.865443493941,28.708046202296302,0.17709099571220577,0.22587497020140315,0.02,1184.691740025458,0.4621681729648537,0.46338755559721867,0.9648114723659976,0.011329932399201159,0.17559999832883477,0.2728999825194478,0.0
RG,20,0.06819000000000001,0.04486127394535291,0.007125,1.049215247308625,2524.558032596345,13.472497269899334,0.4258770029991865,0.44161198544316005,0.3,1507.7291374038218,0.46499254732505785,0.4651571899008655,0.9491654606491545,0.005979404230516442,0.4255499807186425,0.4626000300049782,0.0
EPD-FF,20,0.07776,0.04777072743846382,0.008138,1.0532765331213185,2520.9479066174645,14.582134697627566,0.44454000424593687,0.5303599638864399,0.6,2070.4477786575817,0.4623405829081503,0.4629151041449471,0.9425743228097564,0.03765113996001206,0.43524999637156725,0.5462000845000148,0.0
Std-LNS,20,0.12681000000000003,0.06457115377628,0.013639000000000002,1.149902400305195,2603.531086129499,29.91143386864419,28.613311999943107,31.09476591460407,0.01,1065.938696136415,0.4633198337374187,0.46489102068723953,0.9671923998729409,0.6186850636359837,28.461850015446544,31.99230006430298,0.0
RA-LNS,20,0.05947000000000001,0.044342858500552265,0.006197999999999999,0.9731525633107917,2361.6572838566117,10.149190138913154,107.35722100129351,125.95777604263277,0.79,1596.9785355197018,0.4668172883224141,0.4671017238661026,0.9496689767451639,5.868737676149378,106.15574999246746,127.88589997217059,1.0
DG,21,0.13892,0.07031211559894923,0.014945,1.1672956920263289,2660.043918014847,34.208621179972376,0.1966309966519475,0.3003959590569139,0.02,1191.3778957150187,0.46977289237154596,0.4707802910512108,0.9734454043378136,0.03355807130646789,0.18179998733103275,0.30990003142505884,0.0
RG,21,0.07648,0.051510674621868424,0.008069,1.0482702176870227,2518.5010790817973,15.18601623182142,0.5085550004150718,0.8878679922781896,0.25,1503.0207125781492,0.47302037634466165,0.4733571632965235,0.9602360800754398,0.13669854206321463,0.44174998765811324,1.102500013075769,0.0
EPD-FF,21,0.08131000000000001,0.0424008714533086,0.00848,1.0631367760157433,2463.0689938934456,15.426376291341878,0.5446710006799549,0.8682560897432269,0.56,1800.5083834485888,0.47092416212429083,0.47146825172181145,0.9475181473113216,0.12369709919533561,0.49664994003251195,0.8936000522226095,0.0
Std-LNS,21,0.14453000000000002,0.07277052356552069,0.015577,1.1760724821229795,2614.0449274332937,35.528216726574534,33.08926799916662,46.71085094218143,0.02,1069.931763130477,0.4710535703272009,0.4725763654181589,0.97597447121814,3.7621908114621023,31.854550063144416,47.86429996602237,0.0
RA-LNS,21,0.0668,0.04468870103281142,0.007009,0.9831470014877516,2360.8960593635534,11.804328839788996,107.87351400242187,124.91883198381403,0.71,1584.8321887679724,0.4744501232964089,0.47472205074022866,0.9599241736195104,6.019463305506135,107.07925003953278,127.6940000243485,1.0
DG,22,0.19963,0.09242214615556166,0.022354000000000002,1.2262939663829642,2679.92146158703,52.23793945292514,0.19525999785400927,0.30003495630808175,0.0,1194.7334893245804,0.48797575365390883,0.49035259716098023,1.0184386637973177,0.034244388903183196,0.1785499625839293,0.3034999826923013,0.0
RG,22,0.1267,0.08485711519961069,0.01385,1.0924842964742492,2547.028323128857,25.51401679794201,0.4809769953135401,0.77291494817473,0.08,1510.3937944513652,0.49234275881353107,0.49325550990342587,1.002094053695459,0.10055478790236261,0.43679994996637106,0.784300034865737,0.0
EPD-FF,22,0.12705000000000002,0.08444233239317823,0.013794000000000002,1.1459921271668647,2456.5869411659446,29.87164079441793,0.5368669901508838,0.912998961284757,0.23,1926.17230337921,0.48454754143692574,0.48591339969263136,0.9967680063944171,0.12719570825476473,0.4965999396517873,0.9821999119594693,0.0
Std-LNS,22,0.21707,0.09198165632342135,0.024407999999999996,1.2564034517077922,2623.389923514397,58.837632227674476,31.611189995892346,38.006186969578266,0.0,1068.9477092558063,0.48965388572819263,0.49064543321901366,1.0211361597506723,2.3550983225628355,30.920600052922964,38.26229996047914,0.0
RA-LNS,22,0.11128,0.07277528151783406,0.012015,1.0259717191747786,2412.8605413281903,20.956527721600175,107.32934799278155,124.20838200720031,0.45,1538.0481107875478,0.49365165348553264,0.4950141204147057,1.0011181265410793,6.045320922343188,105.91585002839565,133.53240001015365,1.0
DG,23,0.18045000000000003,0.08237516312578688,0.019887000000000002,1.2031185638509079,2667.6767281010334,46.215399646784924,0.19265400245785713,0.3187470964621753,0.0,1172.0911740022668,0.48145506068137467,0.482406305923775,1.00589257481774,0.03609896412748142,0.17775001469999552,0.33329997677356005,0.0
RG,23,0.1148,0.07113550449669981,0.012392999999999998,1.0909246251119153,2484.16333256876,23.663642281157465,0.4749559995252639,0.8044900430832077,0.12,1508.4120420755094,0.4843628515809996,0.4849842601733215,0.9926315175972139,0.11195439516361674,0.4320500302128494,1.1697999434545636,0.0
EPD-FF,23,0.10528999999999998,0.056017906958400365,0.011134999999999999,1.1333598563475957,2442.4488926897316,23.41720717783419,0.5071449966635555,0.844021907541901,0.29,1645.5484063380957,0.48491283486243913,0.48537699253719085,0.9816085721660689,0.08646023018046184,0.4932999727316201,0.8560999995097518,0.0
Std-LNS,23,0.18619999999999998,0.08213026238847652,0.020531999999999998,1.2173904739834618,2631.635677462119,47.32282169502851,31.476049000630155,38.64799999166281,0.0,1066.266010837715,0.4826527470975326,0.48458714080520243,1.0092496435443328,2.608779378063375,30.55059997132048,40.103300008922815,0.0
RA-LNS,23,0.10013999999999999,0.06191688299648167,0.010683000000000003,1.0145102653240352,2318.3107436799723,18.294113578402914,108.26167600229383,129.67848605476323,0.53,1547.412759837885,0.4862607341265288,0.4868389967376809,0.991723560503521,6.989162475592964,106.32269998313859,136.53779996093363,1.0
DG,24,0.17521,0.08690584502782309,0.019271,1.2082765001612428,2677.480182824454,45.2149321241056,0.19423799705691636,0.31091703800484544,0.01,1197.1575566510087,0.4772096151517293,0.4787784058511507,0.9982388819308288,0.03532410387591771,0.17674994887784123,0.3225000109523535,0.0
RG,24,0.10678999999999998,0.0741076642460144,0.011530999999999998,1.0822638772594253,2574.0923925167403,22.299842014449947,0.4787379992194474,0.7960609917063277,0.15,1507.5111099791307,0.48005181415839215,0.48083237163002174,0.9848797396347956,0.1043639810162673,0.43365004239603877,1.0100000072270632,0.0
EPD-FF,24,0.10245000000000001,0.06428660435891757,0.010871000000000002,1.1132236238026265,2498.9674936239257,22.197755449700075,0.5181069916579872,1.03458296158351,0.29,1778.6836268196528,0.4764840493850124,0.47685873684726865,0.9735505457841702,0.13217689533404647,0.4725499893538654,1.042800024151802,0.0
Std-LNS,24,0.18078,0.0890837336442518,0.019998,1.2099156946876726,2640.310667406915,46.600596857967375,31.11594900023192,39.2798270075582,0.01,1069.2848699615186,0.4784444111579639,0.4800161138513519,0.9998353791629245,2.3822250118513932,30.323199986014515,39.51020003296435,0.0
RA-LNS,24,0.09420000000000002,0.0698138954650147,0.010104000000000002,1.009529299609839,2441.795013451663,17.967051232199893,106.80842800415121,128.76730600255542,0.54,1594.431066458528,0.4811357631728743,0.482006463367043,0.9847641667613108,5.842780921209784,105.53020006045699,129.3619000352919,1.0
DG,25,0.047,0.03147538720969132,0.004828,1.0501953536234705,2678.339828493899,10.204207804459896,0.1889539964031428,0.3013779665343464,0.29,1201.9871187514168,0.4204431355494602,0.4204876421389499,0.8726122660808803,0.028823447629225066,0.17804995877668262,0.30910002533346415,0.0
RG,25,0.01699,0.014262184264691015,0.001715,0.9376308276243353,2544.9553657882775,3.182805106797578,0.5019400035962462,0.8336039225105212,0.84,1481.3732016198132,0.4247352292588497,0.42485964583864516,0.8574633702115109,0.13054421428485893,0.44145004358142614,1.1309999972581863,0.0
EPD-FF,25,0.05156000000000001,0.01039357493839343,0.005273,0.9961968509378576,2692.4721023763345,8.145055209588685,0.43943199678324163,0.7495320017915219,0.98,2103.3015976755987,0.4135641185489211,0.41410127401917324,0.8198717422316492,0.10401894122117859,0.39915001252666116,0.7526999106630683,0.0
Std-LNS,25,0.05885,0.03532063844270089,0.006066,1.0867523510956862,2612.6603361380157,13.396404451382686,31.411145005840808,40.60757397906855,0.12,1072.6014642828623,0.42227092360508595,0.42243883537855303,0.8776232836764116,2.6198220060661765,30.597750039305538,40.971299982629716,0.0
RA-LNS,25,0.013919999999999998,0.013912354222057461,0.0014099999999999998,0.9114142538182098,2333.3567829440485,2.11624931207305,107.38618700182997,124.3168840033468,1.0,1630.3732816577592,0.42759365613588574,0.4276129663968162,0.862491198694003,5.9929075978923665,105.72985000908375,126.2655999744311,1.0
DG,26,0.21063,0.09616482257041813,0.023629999999999998,1.2379950721051862,2671.644363607649,56.811082814275885,0.2011729939840734,0.3331799735315146,0.01,1187.8479383486783,0.4882116021467553,0.4902248603314142,1.0247581256867193,0.045282800351587715,0.17809995915740728,0.3608999541029334,0.0
RG,26,0.13564,0.0859905250594506,0.014896,1.1122776181825358,2524.0096800676674,29.202054047650265,0.4765229974873364,0.812074003042654,0.06,1501.1014300614959,0.49147286433595794,0.49237041284316624,1.009665450085274,0.10179020922865709,0.4339000442996621,0.9580000769346952,0.0
EPD-FF,26,0.14755,0.08792751275909037,0.016135,1.1734296446163253,2485.645752660098,34.95391182202755,0.5212459969334304,0.8901050209533425,0.21,1857.9629409835036,0.4891894131827592,0.49008922983167097,1.0008393833005194,0.09565825696135012,0.48985000466927886,0.9400999406352639,0.0
Std-LNS,26,0.21476000000000003,0.09374626605897432,0.024147000000000002,1.2341986170220185,2636.0829202848363,56.88271506324427,31.846201000735164,39.92407900514082,0.01,1069.5699819572917,0.48953618245100117,0.49095474241766496,1.0256276658359065,2.734807121390095,31.405200075823814,41.901999968104064,0.0
RA-LNS,26,0.12278,0.07507657157862231,0.013317999999999997,1.0343496672517571,2362.689631066003,23.871413117696566,107.16653100447729,126.09815194853584,0.35,1521.8014723623626,0.4930800057334228,0.4939166534378021,1.008334824255245,6.288097993085542,105.18574999878183,132.56800000090152,1.0
DG,27,0.26733,0.11777215757554924,0.03153,1.2699408533940286,2654.6408495581964,75.68189736842112,0.20210599876008928,0.32038499484770006,0.0,1192.6838902263714,0.5100440402947998,0.5137440673226618,1.0620315515723238,0.04106126825261771,0.1813999842852354,0.3288000589236617,0.0
RG,27,0.19307000000000002,0.12968687327559408,0.022538,1.1392562079447943,2495.29592284136,43.24745057758242,0.478633000748232,0.7903279422316716,0.01,1479.840568382452,0.514776521695304,0.5155998255307989,1.0432215222267742,0.1049495142379658,0.4337500431574881,1.090100035071373,0.0
EPD-FF,27,0.21181999999999998,0.14188674215725722,0.024603,1.2384451716683593,2475.422416844968,57.72288946181809,0.5389669956639409,0.940547058125958,0.1,1827.5387479798746,0.5106031999042632,0.5126675401357493,1.0375992578874165,0.09820005130699255,0.5231500254012644,0.965000013820827,0.0
Std-LNS,27,0.28457,0.11923818641693609,0.033613,1.2977096940011115,2624.1860333606182,81.12333408577264,31.338172995019704,37.03005399322141,0.0,1076.3848076352242,0.5118402788745133,0.5154622467520443,1.064861373293266,2.4386222098700396,30.912149988580495,43.272400042042136,0.0
RA-LNS,27,0.16954999999999995,0.10638781650170286,0.019276,1.0733764021971754,2368.813704955449,35.96767864431827,106.74771799705923,120.21479001385161,0.23,1497.5307911829377,0.5161239416942509,0.5175292678256632,1.040433085912558,5.074785790982459,105.20374996121973,123.07490000966936,1.0
DG,28,0.17584000000000008,0.07720890104126597,0.019237999999999998,1.198841994884015,2689.315054220092,43.77054164045293,0.19563299836590886,0.31329994089901453,0.0,1203.7813948020964,0.4796253269673192,0.48106712977772054,1.0014982565336243,0.03663564030808895,0.1793500268831849,0.32320001628249884,0.0
RG,28,0.10565,0.0634267096734491,0.011303000000000002,1.0818825611656566,2547.856963880549,21.735776901074004,0.4861699917819351,0.7988650165498266,0.18,1477.7654088274023,0.4843741211134882,0.4852846252399523,0.9861101996767271,0.11593730619083856,0.4365000640973449,0.9637000039219856,0.0
EPD-FF,28,0.11340000000000001,0.05804928940133549,0.012056000000000002,1.1364519283421501,2453.9119474881622,24.818267802133857,0.501158005790785,0.7921209756750615,0.27,1995.961855630536,0.47096550269937076,0.47181385085198746,0.9832678465710132,0.09879144033400702,0.4783999756909907,0.8238999871537089,0.0
Std-LNS,28,0.21176999999999996,0.08482038139503972,0.023584,1.2549646981817382,2619.5836578792187,55.784504665241236,31.37729700654745,39.398484961129725,0.0,1071.6537221570184,0.48176965998030835,0.4844892802979103,1.009755871312308,3.90462815745285,30.41385003598407,39.88210007082671,0.0
RA-LNS,28,0.09267999999999998,0.057803958341968234,0.009869,1.0070533568041784,2384.2069263819667,16.48903803362273,108.25756099889986,129.94204500922933,0.52,1526.3010735940074,0.4866593806915192,0.48718154350030396,0.9852549348733891,7.056122136936268,105.66925001330674,131.7086999770254,1.0
DG,29,0.07714,0.035199153398910034,0.008014000000000002,1.0945215660568144,2619.7202962419087,17.135406556122664,0.19954299787059426,0.3159899613820017,0.07,1168.4199060101375,0.4408553350000407,0.44160749556250034,0.9200041357549079,0.04194639723610584,0.1790500245988369,0.32490002922713757,0.0
RG,29,0.03833,0.024212829244018554,0.003897999999999999,0.9969914736976658,2468.923115076373,7.3505073774970064,0.4618870059493929,0.7920470717363074,0.58,1494.0486356822473,0.44321102635116894,0.44321102635116894,0.9083077704965444,0.1038749347178386,0.42779999785125256,1.0639999527484179,0.0
EPD-FF,29,0.05358,0.014511498888812277,0.005482000000000002,1.0115332703771438,2524.760046722663,8.336423834087102,0.4426470072939992,0.6899860105477277,0.87,2098.1783326169716,0.4368454646152097,0.4371723430027858,0.8940187196956831,0.07826191902065369,0.42055005906149745,0.7479999912902713,0.0
Std-LNS,29,0.08619000000000002,0.04119725597658174,0.008984,1.1209071538591973,2608.862979253299,20.176560488866834,31.180952994618565,40.89827890042216,0.02,1063.3169300600257,0.44174958988692636,0.443054945210203,0.9224664749454072,2.4290394652010048,30.429149977862835,42.32180002145469,0.0
RA-LNS,29,0.03159999999999999,0.022752582271030247,0.0032240000000000003,0.9417371370187052,2296.870024339059,4.894080474143238,108.67224600282498,127.83762495731936,0.98,1609.681486552074,0.4451203829823521,0.44542970227946577,0.9099600668718495,6.605313791850957,106.80145001970232,130.8199999621138,1.0
