algorithm,run,cvr_mean,cvr_std,per_server_vr_mean,U_max_mean,O1_mean,excess_mean,time_mean_ms,time_p99_ms,feasible_rate,exp_makespan_mean,util_new_mean,util_total_mean,robust_util_total_mean,time_std_ms,time_p50_ms,time_max_ms,timeout_rate
DG,11,0.21355000000000002,0.09881157573887787,0.024108,1.2364188655874946,2667.9035171031387,57.68045089182808,0.17684200895018876,0.18756291479803625,0.0,1207.9680838474121,0.48915147158645644,0.4925729821439567,1.0266138218845497,0.003685620382303441,0.17640006262809038,0.19379996228963137,0.0
RG,11,0.13859,0.09616996360610729,0.015376999999999998,1.1053069168812022,2561.844658988337,29.521981379097202,0.4267349967267364,0.4495559260249142,0.06,1510.7422526897433,0.4935924777800593,0.4956813079857501,1.0093652132525326,0.011944860438819845,0.42539997957646847,0.5244000349193811,0.0
EPD-FF,11,0.14664,0.09717947519924153,0.016134,1.1747192065414245,2487.6234916062763,35.68159898386563,0.5126619955990463,0.8217949629761285,0.25,1727.0756913000555,0.49192177060773645,0.49375669079966317,1.0030675450705877,0.0907851204904472,0.4862999776378274,0.9401000570505857,0.0
Std-LNS,11,0.22472000000000006,0.10335967105210814,0.025469,1.2642368492074487,2658.387652121547,62.102361541252705,33.20978399249725,43.208891013637206,0.0,1076.529356345449,0.49101211594734273,0.49431477100879434,1.029538847398723,3.2529671000406437,32.226349983830005,47.890700050629675,0.0
RA-LNS,11,0.12208000000000001,0.08287130745921654,0.013329999999999998,1.0357844302869024,2421.425145423847,24.37320307821554,106.30935300141573,122.95572496717797,0.34,1547.7540317633757,0.4950290950902005,0.4963864702989857,1.0071821646561354,5.279639204353526,104.9154499778524,125.3341999836266,1.0
DG,12,0.12706,0.06388909453107001,0.013650000000000002,1.1550297908534026,2654.3275072535735,30.637454179558535,0.17665100865997374,0.18228798755444606,0.01,1187.073727866006,0.4645962553221848,0.46522436084854385,0.9630360935045352,0.005091171158630046,0.1762000611051917,0.22069993428885937,0.0
RG,12,0.07364000000000001,0.05229503226884939,0.007755,1.0497526545183493,2509.023789479661,14.881730212291497,0.4265050042886287,0.45801899512298405,0.26,1528.7647812229875,0.46704798214042414,0.46767306469408404,0.9507529881875092,0.008846065281589549,0.4247500910423696,0.4599000094458461,0.0
EPD-FF,12,0.07642,0.037450548727622136,0.007967,1.0623570705343344,2444.3333976465537,14.035910859969087,0.4457410017494112,0.5345529946498573,0.6,1852.620929746377,0.46585381938774106,0.46635943541712427,0.94196512492767,0.038249686526679136,0.44144998537376523,0.5397999193519354,0.0
Std-LNS,12,0.13386000000000003,0.07182673875375381,0.014395999999999999,1.1672150728404518,2626.7695245702675,33.89967468620558,28.4940480068326,29.79281305684708,0.02,1072.2061852685454,0.4655611339494847,0.46704120617495265,0.9651959033843696,0.28095520629660836,28.449400037061423,30.091100023128092,0.0
RA-LNS,12,0.06119000000000001,0.04570573158806235,0.006403999999999998,0.9768517030401631,2333.041491028904,10.632241099348773,106.43332699430175,120.13714400120084,0.76,1620.1008815395533,0.46868222902415774,0.4694568599693897,0.9511253752033173,5.597384859199116,104.5868499786593,129.10100002773106,1.0
DG,13,0.21518,0.09635760270990557,0.024282999999999996,1.2434653715273918,2663.975622061162,57.74866727495214,0.17671200446784496,0.1859460189007223,0.0,1174.503689560131,0.4903516323937947,0.49308101992272296,1.029679035938519,0.003642734990102765,0.17645006300881505,0.19050005357712507,0.0
RG,13,0.14705999999999997,0.08701606978024233,0.016205,1.1168977962621038,2511.4146089960914,30.402126142460524,0.43398900306783617,0.4629608977120383,0.07,1531.1150627561165,0.4928981085323882,0.49393508211663956,1.0145711059622315,0.0292361294592447,0.430600019171834,0.7164999842643738,0.0
EPD-FF,13,0.14238,0.09187978885478569,0.015526,1.1571753606434199,2470.657982976144,33.12952150436597,0.4951399948913604,0.6478050258010638,0.17,1709.9101028570567,0.49454673850342223,0.4954197251930058,1.000819156377285,0.0648544207920439,0.4834500141441822,0.8859001100063324,0.0
Std-LNS,13,0.21471,0.09354264214784613,0.024078,1.2415227457552742,2633.289310281187,56.99684888828532,28.42856799135916,29.957167925313115,0.0,1066.1503119534418,0.49125406099673724,0.494835868831381,1.0306932845771333,0.43200025203899356,28.317000018432736,30.092600034549832,0.0
RA-LNS,13,0.12533999999999998,0.07497015672919459,0.013641999999999998,1.0399358565118293,2349.4698022491034,24.07382273745425,107.8735670086462,121.17472701007502,0.35,1553.6272597794114,0.4943115260327719,0.4950518578004766,1.0119209875160555,5.97154016679598,106.41770000802353,125.28590008150786,1.0
DG,14,0.19676,0.10150124334213842,0.022115,1.2181205182257253,2676.9686941373698,52.97926389865773,0.17633900162763894,0.1863170205615461,0.0,1170.0383705601416,0.48605060191600424,0.489783378302866,1.0165387215305173,0.0035584181230291414,0.17564994050189853,0.18799991812556982,0.0
RG,14,0.12885,0.0891531687602858,0.014157999999999999,1.1055759912776806,2462.295559121575,26.858284785887573,0.4295969952363521,0.4504670517053456,0.04,1566.0194425292277,0.48722144880526264,0.4881920941201989,1.0025888551706388,0.00759325309700664,0.4277499974705279,0.47690002247691154,0.0
EPD-FF,14,0.11809000000000001,0.07737714068121153,0.012738000000000003,1.122391188927958,2466.6400973852715,27.22170063704337,0.47987200669012964,0.6027660495601594,0.27,1716.3967063005684,0.4868496109945739,0.4890940339846646,0.9900025341527241,0.04966899221177267,0.472750049084425,0.6093000993132591,0.0
Std-LNS,14,0.19163000000000005,0.09655606195366503,0.021417000000000002,1.2077577852816899,2629.117820349096,50.43217393419201,28.53507599211298,31.357379998080432,0.0,1074.380192603886,0.4863913601738449,0.4887256270414885,1.0156624330355362,2.438890501764474,28.659300005529076,31.404899898916483,0.0
RA-LNS,14,0.11232999999999999,0.07852286991698659,0.012210999999999998,1.0267153770208506,2303.398788265475,21.912488789453015,107.36924900091253,124.64024592307398,0.46,1624.0562678622164,0.4878661801032912,0.4885878208540124,1.0009440789330468,6.171375096071165,106.0156500316225,126.34759990032762,1.0
DG,15,0.042,0.03262974103482895,0.004305999999999999,1.03183779465903,2605.2501694740718,8.783713695265007,0.1774749916512519,0.18626502016559252,0.35,1158.1215758752955,0.4158710821236575,0.41626682208409505,0.8681151437878901,0.004274675496430129,0.1767999492585659,0.20260002929717302,0.0
RG,15,0.01958,0.018926795819683793,0.0019819999999999994,0.943410810163557,2456.599585879476,3.5731266119641973,0.4342680028639734,0.4748620057944209,0.81,1505.4330308855174,0.41822119233446886,0.41822119233446886,0.8559720154010949,0.010902180576747337,0.4316499689593911,0.4909000126644969,0.0
EPD-FF,15,0.05224000000000001,0.012303755524229179,0.005356,0.9964068559450087,2634.7864786486944,8.000918874846345,0.3959959978237748,0.4672199487686157,0.98,2165.466597628276,0.4125542961956784,0.4125557614352867,0.8289559235612317,0.027095512027977473,0.39345002733170986,0.4691999638453126,0.0
Std-LNS,15,0.04991,0.03475891108766211,0.005136000000000001,1.0526927850470253,2599.6065249235694,10.820567618055636,29.201764995232224,39.66491599217993,0.25,1054.1854285088498,0.4167825043372143,0.4168360280710614,0.8686749333121305,2.6583873423766584,28.350799984764308,47.94289998244494,0.0
RA-LNS,15,0.014410000000000001,0.016715917563807258,0.001466,0.909905505983215,2289.491084688907,2.2719025214181734,108.12285299994983,124.93324602139185,0.99,1643.1516691169763,0.4203791182236371,0.4205396695635133,0.8590429632249187,6.623080731206895,106.58394999336451,130.15510002151132,1.0
DG,16,0.14827,0.07116092396814419,0.016007999999999998,1.188511635800451,2681.3676639658124,37.82739004955583,0.20310600055381656,0.3094070276711136,0.02,1163.0256677739783,0.46911760265689717,0.4705112211411916,0.9785801237593833,0.03654024869770943,0.18269999418407679,0.3101000329479575,0.0
RG,16,0.08580000000000002,0.05423320016373734,0.009047,1.065638199528606,2460.2765713808303,17.177759665423096,0.5246379994787276,0.8883379946928482,0.19,1528.3592321355518,0.47061244811034547,0.4709388052921883,0.9682634464693066,0.1274959118619557,0.4539999645203352,1.109899953007698,0.0
EPD-FF,16,0.07884000000000001,0.0383608446205242,0.008218999999999999,1.0607756646347537,2409.6835350535184,15.16161610452569,0.5223390075843781,0.8844629779923711,0.54,1785.3188486058839,0.4712622856097232,0.47171189343420017,0.9559082374772199,0.1181247652632028,0.48625003546476364,0.9401999413967133,0.0
Std-LNS,16,0.14012,0.06893261637280279,0.015072,1.1682340882392586,2614.9289002054957,34.58755860634461,32.32673799851909,41.43068592762575,0.02,1065.5757862943685,0.46956483685155553,0.4708455118647186,0.9805737594019359,2.8809234845608547,31.43049997743219,42.22129995469004,0.0
RA-LNS,16,0.07412,0.051006132964575936,0.007795,0.9918243117547659,2287.529572330254,13.212081371585743,106.8951799988281,120.66654394497168,0.68,1613.2027850297984,0.471454173632168,0.47197125764620657,0.9685933898490288,5.41083502019367,105.66810000455007,128.29390005208552,1.0
DG,17,0.06251,0.038354007613285994,0.006468999999999998,1.082648337639962,2676.6874804182776,14.437246618328299,0.21172900102101266,0.323788013774902,0.17,1186.7484906840693,0.4301712776520037,0.4308541908189851,0.8923439510068505,0.04678393705781186,0.18664996605366468,0.40179991628974676,0.0
RG,17,0.027970000000000002,0.02051363205285695,0.002846,0.9760040463174381,2539.8770338216414,5.331990114517393,0.5167009960860014,0.8759300154633833,0.64,1505.648708894326,0.43286605007313544,0.4332627053013364,0.8812536054838843,0.13405152824834604,0.44000003254041076,1.1264000786468387,0.0
EPD-FF,17,0.052669999999999995,0.009959974899566766,0.005397,0.9968367299529503,2608.990087718885,7.860153962608845,0.4748800059314817,0.7877259340602912,0.97,2005.3546637844272,0.4279155534954039,0.42825828291664364,0.8578763042476623,0.11091473217646124,0.4329500370658934,0.9388000471517444,0.0
Std-LNS,17,0.06806,0.03779307343945448,0.007034,1.1022451181928188,2641.3031153059296,15.884209468351813,32.954736000392586,42.10091906948947,0.13,1067.7437185420076,0.4314081793727012,0.43241593210765095,0.8963323596428904,3.28875491428913,31.932150071952492,43.805599911138415,0.0
RA-LNS,17,0.02097,0.01791170287828603,0.0021239999999999996,0.9268862435929981,2316.7625349655955,3.266051935274259,107.67299700411968,123.76818606280723,1.0,1638.617562361759,0.43538610731183575,0.43540743862124026,0.8838350982961445,6.038258281485222,105.79820006387308,126.62790005560964,1.0
DG,18,0.09419000000000001,0.04995451831416253,0.009845,1.1151036512124524,2668.3562582453583,21.784756607524514,0.2041690016631037,0.32347301719710236,0.06,1192.4735932876645,0.4496081799191668,0.45049818769561406,0.9394288978682266,0.04368342266550667,0.18269999418407679,0.3306999569758773,0.0
RG,18,0.04877000000000001,0.03380528213164328,0.005032999999999999,1.0182457194310515,2527.213215212704,9.557568454837753,0.5000119924079627,0.8427059976384055,0.35,1520.3844951738583,0.45258220651881464,0.45297379341704613,0.9261587892306159,0.11742330502738134,0.4429499967955053,1.0511999716982245,0.0
EPD-FF,18,0.06089000000000001,0.021733336145194092,0.006265,1.0222440047979806,2488.5227552648344,9.947227416494322,0.5191610008478165,0.8752310276031494,0.75,1951.6852052513982,0.44800286016560903,0.44807155798022696,0.9076616112188135,0.12312540302527684,0.46550005208700895,0.878299935720861,0.0
Std-LNS,18,0.10584000000000002,0.05692305683991329,0.011175000000000001,1.1430177338820164,2615.804993570522,24.970902474456544,28.661891999654472,33.765405995072804,0.06,1076.2892485197608,0.45084971174378835,0.4517775813744798,0.9408492755976777,1.1408927975182632,28.37504999479279,34.627299988642335,0.0
