t_max_ms,cvr_mean,cvr_std,U_max_mean
1,0.04134999999999999,0.03325669105608674,0.9367065560977665
2,0.04134999999999999,0.03325669105608674,0.9367065560977665
5,0.04134999999999999,0.03325669105608674,0.9367065560977665
10,0.04134999999999999,0.03325669105608674,0.9367065560977665
20,0.04134999999999999,0.03325669105608674,0.9367065560977665
50,0.04134999999999999,0.03325669105608674,0.9367065560977665
100,0.04134999999999999,0.03325669105608674,0.9367065560977665
